prime_mover_code,energy_source_code,boiler_firing_type,emission_factor,emission_factor_numerator,emission_factor_denominator,multiply_by_sulfur_content
IC,NG,cell_burner,0.0006,lb,Mcf,0
IC,NG,cyclone_firing,0.0006,lb,Mcf,0
IC,NG,duct_burner,0.0006,lb,Mcf,0
IC,NG,fluidized_bed_firing,0.0006,lb,Mcf,0
IC,NG,none,0.0006,lb,Mcf,0
IC,NG,other,0.0006,lb,Mcf,0
IC,NG,stoker,0.0006,lb,Mcf,0
IC,NG,tangential_firing,0.0006,lb,Mcf,0
IC,NG,vertical_firing,0.0006,lb,Mcf,0
IC,NG,wall_fired,0.0006,lb,Mcf,0
OT,NG,cell_burner,0.0006,lb,Mcf,0
OT,NG,cyclone_firing,0.0006,lb,Mcf,0
OT,NG,duct_burner,0.0006,lb,Mcf,0
OT,NG,fluidized_bed_firing,0.00006,lb,Mcf,0
OT,NG,none,0.0006,lb,Mcf,0
OT,NG,other,0.0006,lb,Mcf,0
OT,NG,stoker,0.0006,lb,Mcf,0
OT,NG,tangential_firing,0.0006,lb,Mcf,0
OT,NG,vertical_firing,0.0006,lb,Mcf,0
OT,NG,wall_fired,0.0006,lb,Mcf,0
ST,NG,cell_burner,0.0006,lb,Mcf,0
ST,NG,cyclone_firing,0.0006,lb,Mcf,0
ST,NG,duct_burner,0.0006,lb,Mcf,0
ST,NG,fluidized_bed_firing,0.00006,lb,Mcf,0
ST,NG,none,0.0006,lb,Mcf,0
ST,NG,other,0.0006,lb,Mcf,0
ST,NG,stoker,0.0006,lb,Mcf,0
ST,NG,tangential_firing,0.0006,lb,Mcf,0
ST,NG,vertical_firing,0.0006,lb,Mcf,0
ST,NG,wall_fired,0.0006,lb,Mcf,0
CA,OBG,cell_burner,0.0006,lb,Mcf,0
CA,OBG,cyclone_firing,0.0006,lb,Mcf,0
CA,OBG,duct_burner,0.0006,lb,Mcf,0
CA,OBG,fluidized_bed_firing,0.0006,lb,Mcf,0
CA,OBG,none,0.0006,lb,Mcf,0
CA,OBG,other,0.0006,lb,Mcf,0
CA,OBG,stoker,0.0006,lb,Mcf,0
CA,OBG,tangential_firing,0.0006,lb,Mcf,0
CA,OBG,vertical_firing,0.0006,lb,Mcf,0
CA,OBG,wall_fired,0.0006,lb,Mcf,0
CS,OBG,cell_burner,0.0006,lb,Mcf,0
CS,OBG,cyclone_firing,0.0006,lb,Mcf,0
CS,OBG,duct_burner,0.0006,lb,Mcf,0
CS,OBG,fluidized_bed_firing,0.0006,lb,Mcf,0
CS,OBG,none,0.0006,lb,Mcf,0
CS,OBG,other,0.0006,lb,Mcf,0
CS,OBG,stoker,0.0006,lb,Mcf,0
CS,OBG,tangential_firing,0.0006,lb,Mcf,0
CS,OBG,vertical_firing,0.0006,lb,Mcf,0
CS,OBG,wall_fired,0.0006,lb,Mcf,0
CT,OBG,cell_burner,0.0006,lb,Mcf,0
CT,OBG,cyclone_firing,0.0006,lb,Mcf,0
CT,OBG,duct_burner,0.0006,lb,Mcf,0
CT,OBG,fluidized_bed_firing,0.0006,lb,Mcf,0
CT,OBG,none,0.0006,lb,Mcf,0
CT,OBG,other,0.0006,lb,Mcf,0
CT,OBG,stoker,0.0006,lb,Mcf,0
CT,OBG,tangential_firing,0.0006,lb,Mcf,0
CT,OBG,vertical_firing,0.0006,lb,Mcf,0
CT,OBG,wall_fired,0.0006,lb,Mcf,0
GT,OBG,cell_burner,0.0006,lb,Mcf,0
GT,OBG,cyclone_firing,0.0006,lb,Mcf,0
GT,OBG,duct_burner,0.0006,lb,Mcf,0
GT,OBG,fluidized_bed_firing,0.0006,lb,Mcf,0
GT,OBG,none,0.0006,lb,Mcf,0
GT,OBG,other,0.0006,lb,Mcf,0
GT,OBG,stoker,0.0006,lb,Mcf,0
GT,OBG,tangential_firing,0.0006,lb,Mcf,0
GT,OBG,vertical_firing,0.0006,lb,Mcf,0
GT,OBG,wall_fired,0.0006,lb,Mcf,0
IC,OBG,cell_burner,0.0006,lb,Mcf,0
IC,OBG,cyclone_firing,0.0006,lb,Mcf,0
IC,OBG,duct_burner,0.0006,lb,Mcf,0
IC,OBG,fluidized_bed_firing,0.0006,lb,Mcf,0
IC,OBG,none,0.0006,lb,Mcf,0
IC,OBG,other,0.0006,lb,Mcf,0
IC,OBG,stoker,0.0006,lb,Mcf,0
IC,OBG,tangential_firing,0.0006,lb,Mcf,0
IC,OBG,vertical_firing,0.0006,lb,Mcf,0
IC,OBG,wall_fired,0.0006,lb,Mcf,0
OT,OBG,cell_burner,0.0006,lb,Mcf,0
OT,OBG,cyclone_firing,0.0006,lb,Mcf,0
OT,OBG,duct_burner,0.0006,lb,Mcf,0
OT,OBG,fluidized_bed_firing,0.00006,lb,Mcf,0
OT,OBG,none,0.0006,lb,Mcf,0
OT,OBG,other,0.0006,lb,Mcf,0
OT,OBG,stoker,0.0006,lb,Mcf,0
OT,OBG,tangential_firing,0.0006,lb,Mcf,0
OT,OBG,vertical_firing,0.0006,lb,Mcf,0
OT,OBG,wall_fired,0.0006,lb,Mcf,0
ST,OBG,cell_burner,0.0006,lb,Mcf,0
ST,OBG,cyclone_firing,0.0006,lb,Mcf,0
ST,OBG,duct_burner,0.0006,lb,Mcf,0
ST,OBG,fluidized_bed_firing,0.00006,lb,Mcf,0
ST,OBG,none,0.0006,lb,Mcf,0
ST,OBG,other,0.0006,lb,Mcf,0
ST,OBG,stoker,0.0006,lb,Mcf,0
ST,OBG,tangential_firing,0.0006,lb,Mcf,0
ST,OBG,vertical_firing,0.0006,lb,Mcf,0
ST,OBG,wall_fired,0.0006,lb,Mcf,0
CA,OBL,cell_burner,5.88*S,lb,barrel,1
CA,OBL,cyclone_firing,5.88*S,lb,barrel,1
CA,OBL,duct_burner,5.88*S,lb,barrel,1
CA,OBL,fluidized_bed_firing,5.88*S,lb,barrel,1
CA,OBL,none,5.88*S,lb,barrel,1
CA,OBL,other,5.88*S,lb,barrel,1
CA,OBL,stoker,5.88*S,lb,barrel,1
CA,OBL,tangential_firing,5.88*S,lb,barrel,1
CA,OBL,vertical_firing,5.88*S,lb,barrel,1
CA,OBL,wall_fired,5.88*S,lb,barrel,1
CS,OBL,cell_burner,5.88*S,lb,barrel,1
CS,OBL,cyclone_firing,5.88*S,lb,barrel,1
CS,OBL,duct_burner,5.88*S,lb,barrel,1
CS,OBL,fluidized_bed_firing,5.88*S,lb,barrel,1
CS,OBL,none,5.88*S,lb,barrel,1
CS,OBL,other,5.88*S,lb,barrel,1
CS,OBL,stoker,5.88*S,lb,barrel,1
CS,OBL,tangential_firing,5.88*S,lb,barrel,1
CS,OBL,vertical_firing,5.88*S,lb,barrel,1
CS,OBL,wall_fired,5.88*S,lb,barrel,1
CT,OBL,cell_burner,5.88*S,lb,barrel,1
CT,OBL,cyclone_firing,5.88*S,lb,barrel,1
CT,OBL,duct_burner,5.88*S,lb,barrel,1
CT,OBL,fluidized_bed_firing,5.88*S,lb,barrel,1
CT,OBL,none,5.88*S,lb,barrel,1
CT,OBL,other,5.88*S,lb,barrel,1
CT,OBL,stoker,5.88*S,lb,barrel,1
CT,OBL,tangential_firing,5.88*S,lb,barrel,1
CT,OBL,vertical_firing,5.88*S,lb,barrel,1
CT,OBL,wall_fired,5.88*S,lb,barrel,1
GT,OBL,cell_burner,5.88*S,lb,barrel,1
GT,OBL,cyclone_firing,5.88*S,lb,barrel,1
GT,OBL,duct_burner,5.88*S,lb,barrel,1
GT,OBL,fluidized_bed_firing,5.88*S,lb,barrel,1
GT,OBL,none,5.88*S,lb,barrel,1
GT,OBL,other,5.88*S,lb,barrel,1
GT,OBL,stoker,5.88*S,lb,barrel,1
GT,OBL,tangential_firing,5.88*S,lb,barrel,1
GT,OBL,vertical_firing,5.88*S,lb,barrel,1
GT,OBL,wall_fired,5.88*S,lb,barrel,1
IC,OBL,cell_burner,5.88*S,lb,barrel,1
IC,OBL,cyclone_firing,5.88*S,lb,barrel,1
IC,OBL,duct_burner,5.88*S,lb,barrel,1
IC,OBL,fluidized_bed_firing,5.88*S,lb,barrel,1
IC,OBL,none,5.88*S,lb,barrel,1
IC,OBL,other,5.88*S,lb,barrel,1
IC,OBL,stoker,5.88*S,lb,barrel,1
IC,OBL,tangential_firing,5.88*S,lb,barrel,1
IC,OBL,vertical_firing,5.88*S,lb,barrel,1
IC,OBL,wall_fired,5.88*S,lb,barrel,1
OT,OBL,cell_burner,5.964*S,lb,barrel,1
OT,OBL,cyclone_firing,5.964*S,lb,barrel,1
OT,OBL,duct_burner,5.964*S,lb,barrel,1
OT,OBL,fluidized_bed_firing,0.5964*S,lb,barrel,1
OT,OBL,none,5.964*S,lb,barrel,1
OT,OBL,other,5.964*S,lb,barrel,1
OT,OBL,stoker,5.964*S,lb,barrel,1
OT,OBL,tangential_firing,5.964*S,lb,barrel,1
OT,OBL,vertical_firing,5.964*S,lb,barrel,1
OT,OBL,wall_fired,5.964*S,lb,barrel,1
ST,OBL,cell_burner,5.964*S,lb,barrel,1
ST,OBL,cyclone_firing,5.964*S,lb,barrel,1
ST,OBL,duct_burner,5.964*S,lb,barrel,1
ST,OBL,fluidized_bed_firing,0.5964*S,lb,barrel,1
ST,OBL,none,5.964*S,lb,barrel,1
ST,OBL,other,5.964*S,lb,barrel,1
ST,OBL,stoker,5.964*S,lb,barrel,1
ST,OBL,tangential_firing,5.964*S,lb,barrel,1
ST,OBL,vertical_firing,5.964*S,lb,barrel,1
ST,OBL,wall_fired,5.964*S,lb,barrel,1
OT,OBS,cell_burner,0.23,lb,short ton,0
OT,OBS,cyclone_firing,0.23,lb,short ton,0
OT,OBS,duct_burner,0.23,lb,short ton,0
OT,OBS,fluidized_bed_firing,0.02,lb,short ton,0
OT,OBS,none,0.23,lb,short ton,0
OT,OBS,other,0.23,lb,short ton,0
OT,OBS,stoker,0.23,lb,short ton,0
OT,OBS,tangential_firing,0.23,lb,short ton,0
OT,OBS,vertical_firing,0.23,lb,short ton,0
OT,OBS,wall_fired,0.23,lb,short ton,0
ST,OBS,cell_burner,0.23,lb,short ton,0
ST,OBS,cyclone_firing,0.23,lb,short ton,0
ST,OBS,duct_burner,0.23,lb,short ton,0
ST,OBS,fluidized_bed_firing,0.02,lb,short ton,0
ST,OBS,none,0.23,lb,short ton,0
ST,OBS,other,0.23,lb,short ton,0
ST,OBS,stoker,0.23,lb,short ton,0
ST,OBS,tangential_firing,0.23,lb,short ton,0
ST,OBS,vertical_firing,0.23,lb,short ton,0
ST,OBS,wall_fired,0.23,lb,short ton,0
CA,OG,cell_burner,0.0006,lb,Mcf,0
CA,OG,cyclone_firing,0.0006,lb,Mcf,0
CA,OG,duct_burner,0.0006,lb,Mcf,0
CA,OG,fluidized_bed_firing,0.0006,lb,Mcf,0
CA,OG,none,0.0006,lb,Mcf,0
CA,OG,other,0.0006,lb,Mcf,0
CA,OG,stoker,0.0006,lb,Mcf,0
CA,OG,tangential_firing,0.0006,lb,Mcf,0
CA,OG,vertical_firing,0.0006,lb,Mcf,0
CA,OG,wall_fired,0.0006,lb,Mcf,0
CS,OG,cell_burner,0.0006,lb,Mcf,0
CS,OG,cyclone_firing,0.0006,lb,Mcf,0
CS,OG,duct_burner,0.0006,lb,Mcf,0
CS,OG,fluidized_bed_firing,0.0006,lb,Mcf,0
CS,OG,none,0.0006,lb,Mcf,0
CS,OG,other,0.0006,lb,Mcf,0
CS,OG,stoker,0.0006,lb,Mcf,0
CS,OG,tangential_firing,0.0006,lb,Mcf,0
CS,OG,vertical_firing,0.0006,lb,Mcf,0
CS,OG,wall_fired,0.0006,lb,Mcf,0
CT,OG,cell_burner,0.0006,lb,Mcf,0
CT,OG,cyclone_firing,0.0006,lb,Mcf,0
CT,OG,duct_burner,0.0006,lb,Mcf,0
CT,OG,fluidized_bed_firing,0.0006,lb,Mcf,0
CT,OG,none,0.0006,lb,Mcf,0
CT,OG,other,0.0006,lb,Mcf,0
CT,OG,stoker,0.0006,lb,Mcf,0
CT,OG,tangential_firing,0.0006,lb,Mcf,0
CT,OG,vertical_firing,0.0006,lb,Mcf,0
CT,OG,wall_fired,0.0006,lb,Mcf,0
GT,OG,cell_burner,0.0006,lb,Mcf,0
GT,OG,cyclone_firing,0.0006,lb,Mcf,0
GT,OG,duct_burner,0.0006,lb,Mcf,0
GT,OG,fluidized_bed_firing,0.0006,lb,Mcf,0
GT,OG,none,0.0006,lb,Mcf,0
GT,OG,other,0.0006,lb,Mcf,0
GT,OG,stoker,0.0006,lb,Mcf,0
GT,OG,tangential_firing,0.0006,lb,Mcf,0
GT,OG,vertical_firing,0.0006,lb,Mcf,0
GT,OG,wall_fired,0.0006,lb,Mcf,0
IC,OG,cell_burner,0.0006,lb,Mcf,0
IC,OG,cyclone_firing,0.0006,lb,Mcf,0
IC,OG,duct_burner,0.0006,lb,Mcf,0
IC,OG,fluidized_bed_firing,0.0006,lb,Mcf,0
IC,OG,none,0.0006,lb,Mcf,0
IC,OG,other,0.0006,lb,Mcf,0
IC,OG,stoker,0.0006,lb,Mcf,0
IC,OG,tangential_firing,0.0006,lb,Mcf,0
IC,OG,vertical_firing,0.0006,lb,Mcf,0
IC,OG,wall_fired,0.0006,lb,Mcf,0
OT,OG,cell_burner,0.0006,lb,Mcf,0
OT,OG,cyclone_firing,0.0006,lb,Mcf,0
OT,OG,duct_burner,0.0006,lb,Mcf,0
OT,OG,fluidized_bed_firing,0.00006,lb,Mcf,0
OT,OG,none,0.0006,lb,Mcf,0
OT,OG,other,0.0006,lb,Mcf,0
OT,OG,stoker,0.0006,lb,Mcf,0
OT,OG,tangential_firing,0.0006,lb,Mcf,0
OT,OG,vertical_firing,0.0006,lb,Mcf,0
OT,OG,wall_fired,0.0006,lb,Mcf,0
ST,OG,cell_burner,0.0006,lb,Mcf,0
ST,OG,cyclone_firing,0.0006,lb,Mcf,0
ST,OG,duct_burner,0.0006,lb,Mcf,0
ST,OG,fluidized_bed_firing,0.00006,lb,Mcf,0
ST,OG,none,0.0006,lb,Mcf,0
ST,OG,other,0.0006,lb,Mcf,0
ST,OG,stoker,0.0006,lb,Mcf,0
ST,OG,tangential_firing,0.0006,lb,Mcf,0
ST,OG,vertical_firing,0.0006,lb,Mcf,0
ST,OG,wall_fired,0.0006,lb,Mcf,0
CA,OTH,cell_burner,0.0006,lb,Mcf,0
CA,OTH,cyclone_firing,0.0006,lb,Mcf,0
CA,OTH,duct_burner,0.0006,lb,Mcf,0
CA,OTH,fluidized_bed_firing,0.0006,lb,Mcf,0
CA,OTH,none,0.0006,lb,Mcf,0
CA,OTH,other,0.0006,lb,Mcf,0
CA,OTH,stoker,0.0006,lb,Mcf,0
CA,OTH,tangential_firing,0.0006,lb,Mcf,0
CA,OTH,vertical_firing,0.0006,lb,Mcf,0
CA,OTH,wall_fired,0.0006,lb,Mcf,0
CS,OTH,cell_burner,0.0006,lb,Mcf,0
CS,OTH,cyclone_firing,0.0006,lb,Mcf,0
CS,OTH,duct_burner,0.0006,lb,Mcf,0
CS,OTH,fluidized_bed_firing,0.0006,lb,Mcf,0
CS,OTH,none,0.0006,lb,Mcf,0
CS,OTH,other,0.0006,lb,Mcf,0
CS,OTH,stoker,0.0006,lb,Mcf,0
CS,OTH,tangential_firing,0.0006,lb,Mcf,0
CS,OTH,vertical_firing,0.0006,lb,Mcf,0
CS,OTH,wall_fired,0.0006,lb,Mcf,0
CT,OTH,cell_burner,0.0006,lb,Mcf,0
CT,OTH,cyclone_firing,0.0006,lb,Mcf,0
CT,OTH,duct_burner,0.0006,lb,Mcf,0
CT,OTH,fluidized_bed_firing,0.0006,lb,Mcf,0
CT,OTH,none,0.0006,lb,Mcf,0
CT,OTH,other,0.0006,lb,Mcf,0
CT,OTH,stoker,0.0006,lb,Mcf,0
CT,OTH,tangential_firing,0.0006,lb,Mcf,0
CT,OTH,vertical_firing,0.0006,lb,Mcf,0
CT,OTH,wall_fired,0.0006,lb,Mcf,0
GT,OTH,cell_burner,0.0006,lb,Mcf,0
GT,OTH,cyclone_firing,0.0006,lb,Mcf,0
GT,OTH,duct_burner,0.0006,lb,Mcf,0
GT,OTH,fluidized_bed_firing,0.0006,lb,Mcf,0
GT,OTH,none,0.0006,lb,Mcf,0
GT,OTH,other,0.0006,lb,Mcf,0
GT,OTH,stoker,0.0006,lb,Mcf,0
GT,OTH,tangential_firing,0.0006,lb,Mcf,0
GT,OTH,vertical_firing,0.0006,lb,Mcf,0
GT,OTH,wall_fired,0.0006,lb,Mcf,0
IC,OTH,cell_burner,0.0006,lb,Mcf,0
IC,OTH,cyclone_firing,0.0006,lb,Mcf,0
IC,OTH,duct_burner,0.0006,lb,Mcf,0
IC,OTH,fluidized_bed_firing,0.0006,lb,Mcf,0
IC,OTH,none,0.0006,lb,Mcf,0
IC,OTH,other,0.0006,lb,Mcf,0
IC,OTH,stoker,0.0006,lb,Mcf,0
IC,OTH,tangential_firing,0.0006,lb,Mcf,0
IC,OTH,vertical_firing,0.0006,lb,Mcf,0
IC,OTH,wall_fired,0.0006,lb,Mcf,0
OT,OTH,cell_burner,0.0006,lb,Mcf,0
OT,OTH,cyclone_firing,0.0006,lb,Mcf,0
OT,OTH,duct_burner,0.0006,lb,Mcf,0
OT,OTH,fluidized_bed_firing,0.00006,lb,Mcf,0
OT,OTH,none,0.0006,lb,Mcf,0
OT,OTH,other,0.0006,lb,Mcf,0
OT,OTH,stoker,0.0006,lb,Mcf,0
OT,OTH,tangential_firing,0.0006,lb,Mcf,0
OT,OTH,vertical_firing,0.0006,lb,Mcf,0
OT,OTH,wall_fired,0.0006,lb,Mcf,0
ST,OTH,cell_burner,0.0006,lb,Mcf,0
ST,OTH,cyclone_firing,0.0006,lb,Mcf,0
ST,OTH,duct_burner,0.0006,lb,Mcf,0
ST,OTH,fluidized_bed_firing,0.00006,lb,Mcf,0
ST,OTH,none,0.0006,lb,Mcf,0
ST,OTH,other,0.0006,lb,Mcf,0
ST,OTH,stoker,0.0006,lb,Mcf,0
ST,OTH,tangential_firing,0.0006,lb,Mcf,0
ST,OTH,vertical_firing,0.0006,lb,Mcf,0
ST,OTH,wall_fired,0.0006,lb,Mcf,0
OT,PC,cell_burner,39*S,lb,short ton,1
OT,PC,cyclone_firing,39*S,lb,short ton,1
OT,PC,duct_burner,39*S,lb,short ton,1
OT,PC,fluidized_bed_firing,3.9*S,lb,short ton,1
OT,PC,none,39*S,lb,short ton,1
OT,PC,other,39*S,lb,short ton,1
OT,PC,stoker,39*S,lb,short ton,1
OT,PC,tangential_firing,39*S,lb,short ton,1
OT,PC,vertical_firing,39*S,lb,short ton,1
OT,PC,wall_fired,39*S,lb,short ton,1
ST,PC,cell_burner,39*S,lb,short ton,1
ST,PC,cyclone_firing,39*S,lb,short ton,1
ST,PC,duct_burner,39*S,lb,short ton,1
ST,PC,fluidized_bed_firing,3.9*S,lb,short ton,1
ST,PC,none,39*S,lb,short ton,1
ST,PC,other,39*S,lb,short ton,1
ST,PC,stoker,39*S,lb,short ton,1
ST,PC,tangential_firing,39*S,lb,short ton,1
ST,PC,vertical_firing,39*S,lb,short ton,1
ST,PC,wall_fired,39*S,lb,short ton,1
CA,PG,cell_burner,0.0006,lb,Mcf,0
CA,PG,cyclone_firing,0.0006,lb,Mcf,0
CA,PG,duct_burner,0.0006,lb,Mcf,0
CA,PG,fluidized_bed_firing,0.0006,lb,Mcf,0
CA,PG,none,0.0006,lb,Mcf,0
CA,PG,other,0.0006,lb,Mcf,0
CA,PG,stoker,0.0006,lb,Mcf,0
CA,PG,tangential_firing,0.0006,lb,Mcf,0
CA,PG,vertical_firing,0.0006,lb,Mcf,0
CA,PG,wall_fired,0.0006,lb,Mcf,0
CS,PG,cell_burner,0.0006,lb,Mcf,0
CS,PG,cyclone_firing,0.0006,lb,Mcf,0
CS,PG,duct_burner,0.0006,lb,Mcf,0
CS,PG,fluidized_bed_firing,0.0006,lb,Mcf,0
CS,PG,none,0.0006,lb,Mcf,0
CS,PG,other,0.0006,lb,Mcf,0
CS,PG,stoker,0.0006,lb,Mcf,0
CS,PG,tangential_firing,0.0006,lb,Mcf,0
CS,PG,vertical_firing,0.0006,lb,Mcf,0
CS,PG,wall_fired,0.0006,lb,Mcf,0
CT,PG,cell_burner,0.0006,lb,Mcf,0
CT,PG,cyclone_firing,0.0006,lb,Mcf,0
CT,PG,duct_burner,0.0006,lb,Mcf,0
CT,PG,fluidized_bed_firing,0.0006,lb,Mcf,0
CT,PG,none,0.0006,lb,Mcf,0
CT,PG,other,0.0006,lb,Mcf,0
CT,PG,stoker,0.0006,lb,Mcf,0
CT,PG,tangential_firing,0.0006,lb,Mcf,0
CT,PG,vertical_firing,0.0006,lb,Mcf,0
CT,PG,wall_fired,0.0006,lb,Mcf,0
GT,PG,cell_burner,0.0006,lb,Mcf,0
GT,PG,cyclone_firing,0.0006,lb,Mcf,0
GT,PG,duct_burner,0.0006,lb,Mcf,0
GT,PG,fluidized_bed_firing,0.0006,lb,Mcf,0
GT,PG,none,0.0006,lb,Mcf,0
GT,PG,other,0.0006,lb,Mcf,0
GT,PG,stoker,0.0006,lb,Mcf,0
GT,PG,tangential_firing,0.0006,lb,Mcf,0
GT,PG,vertical_firing,0.0006,lb,Mcf,0
GT,PG,wall_fired,0.0006,lb,Mcf,0
IC,PG,cell_burner,0.0006,lb,Mcf,0
IC,PG,cyclone_firing,0.0006,lb,Mcf,0
IC,PG,duct_burner,0.0006,lb,Mcf,0
IC,PG,fluidized_bed_firing,0.0006,lb,Mcf,0
IC,PG,none,0.0006,lb,Mcf,0
IC,PG,other,0.0006,lb,Mcf,0
IC,PG,stoker,0.0006,lb,Mcf,0
IC,PG,tangential_firing,0.0006,lb,Mcf,0
IC,PG,vertical_firing,0.0006,lb,Mcf,0
IC,PG,wall_fired,0.0006,lb,Mcf,0
OT,PG,cell_burner,0.0006,lb,Mcf,0
OT,PG,cyclone_firing,0.0006,lb,Mcf,0
OT,PG,duct_burner,0.0006,lb,Mcf,0
OT,PG,fluidized_bed_firing,0.00006,lb,Mcf,0
OT,PG,none,0.0006,lb,Mcf,0
OT,PG,other,0.0006,lb,Mcf,0
OT,PG,stoker,0.0006,lb,Mcf,0
OT,PG,tangential_firing,0.0006,lb,Mcf,0
OT,PG,vertical_firing,0.0006,lb,Mcf,0
OT,PG,wall_fired,0.0006,lb,Mcf,0
ST,PG,cell_burner,0.0006,lb,Mcf,0
ST,PG,cyclone_firing,0.0006,lb,Mcf,0
ST,PG,duct_burner,0.0006,lb,Mcf,0
ST,PG,fluidized_bed_firing,0.00006,lb,Mcf,0
ST,PG,none,0.0006,lb,Mcf,0
ST,PG,other,0.0006,lb,Mcf,0
ST,PG,stoker,0.0006,lb,Mcf,0
ST,PG,tangential_firing,0.0006,lb,Mcf,0
ST,PG,vertical_firing,0.0006,lb,Mcf,0
ST,PG,wall_fired,0.0006,lb,Mcf,0
OT,RC,cell_burner,38*S,lb,short ton,1
OT,RC,cyclone_firing,38*S,lb,short ton,1
OT,RC,duct_burner,38*S,lb,short ton,1
OT,RC,fluidized_bed_firing,3.8*S,lb,short ton,1
OT,RC,none,38*S,lb,short ton,1
OT,RC,other,38*S,lb,short ton,1
OT,RC,stoker,38*S,lb,short ton,1
OT,RC,tangential_firing,38*S,lb,short ton,1
OT,RC,vertical_firing,38*S,lb,short ton,1
OT,RC,wall_fired,38*S,lb,short ton,1
ST,RC,cell_burner,38*S,lb,short ton,1
ST,RC,cyclone_firing,38*S,lb,short ton,1
ST,RC,duct_burner,38*S,lb,short ton,1
ST,RC,fluidized_bed_firing,3.8*S,lb,short ton,1
ST,RC,none,38*S,lb,short ton,1
ST,RC,other,38*S,lb,short ton,1
ST,RC,stoker,38*S,lb,short ton,1
ST,RC,tangential_firing,38*S,lb,short ton,1
ST,RC,vertical_firing,38*S,lb,short ton,1
ST,RC,wall_fired,38*S,lb,short ton,1
CA,RFO,cell_burner,5.88*S,lb,barrel,1
CA,RFO,cyclone_firing,5.88*S,lb,barrel,1
CA,RFO,duct_burner,5.88*S,lb,barrel,1
CA,RFO,fluidized_bed_firing,5.88*S,lb,barrel,1
CA,RFO,none,5.88*S,lb,barrel,1
CA,RFO,other,5.88*S,lb,barrel,1
CA,RFO,stoker,5.88*S,lb,barrel,1
CA,RFO,tangential_firing,5.88*S,lb,barrel,1
CA,RFO,vertical_firing,5.88*S,lb,barrel,1
CA,RFO,wall_fired,5.88*S,lb,barrel,1
CS,RFO,cell_burner,5.88*S,lb,barrel,1
CS,RFO,cyclone_firing,5.88*S,lb,barrel,1
CS,RFO,duct_burner,5.88*S,lb,barrel,1
CS,RFO,fluidized_bed_firing,5.88*S,lb,barrel,1
CS,RFO,none,5.88*S,lb,barrel,1
CS,RFO,other,5.88*S,lb,barrel,1
CS,RFO,stoker,5.88*S,lb,barrel,1
CS,RFO,tangential_firing,5.88*S,lb,barrel,1
CS,RFO,vertical_firing,5.88*S,lb,barrel,1
CS,RFO,wall_fired,5.88*S,lb,barrel,1
CT,RFO,cell_burner,5.88*S,lb,barrel,1
CT,RFO,cyclone_firing,5.88*S,lb,barrel,1
CT,RFO,duct_burner,5.88*S,lb,barrel,1
CT,RFO,fluidized_bed_firing,5.88*S,lb,barrel,1
CT,RFO,none,5.88*S,lb,barrel,1
CT,RFO,other,5.88*S,lb,barrel,1
CT,RFO,stoker,5.88*S,lb,barrel,1
CT,RFO,tangential_firing,5.88*S,lb,barrel,1
CT,RFO,vertical_firing,5.88*S,lb,barrel,1
CT,RFO,wall_fired,5.88*S,lb,barrel,1
GT,RFO,cell_burner,5.88*S,lb,barrel,1
GT,RFO,cyclone_firing,5.88*S,lb,barrel,1
GT,RFO,duct_burner,5.88*S,lb,barrel,1
GT,RFO,fluidized_bed_firing,5.88*S,lb,barrel,1
GT,RFO,none,5.88*S,lb,barrel,1
GT,RFO,other,5.88*S,lb,barrel,1
GT,RFO,stoker,5.88*S,lb,barrel,1
GT,RFO,tangential_firing,5.88*S,lb,barrel,1
GT,RFO,vertical_firing,5.88*S,lb,barrel,1
GT,RFO,wall_fired,5.88*S,lb,barrel,1
IC,RFO,cell_burner,5.88*S,lb,barrel,1
IC,RFO,cyclone_firing,5.88*S,lb,barrel,1
IC,RFO,duct_burner,5.88*S,lb,barrel,1
IC,RFO,fluidized_bed_firing,5.88*S,lb,barrel,1
IC,RFO,none,5.88*S,lb,barrel,1
IC,RFO,other,5.88*S,lb,barrel,1
IC,RFO,stoker,5.88*S,lb,barrel,1
IC,RFO,tangential_firing,5.88*S,lb,barrel,1
IC,RFO,vertical_firing,5.88*S,lb,barrel,1
IC,RFO,wall_fired,5.88*S,lb,barrel,1
OT,RFO,cell_burner,6.594*S,lb,barrel,1
OT,RFO,cyclone_firing,6.594*S,lb,barrel,1
OT,RFO,duct_burner,6.594*S,lb,barrel,1
OT,RFO,fluidized_bed_firing,0.6594*S,lb,barrel,1
OT,RFO,none,6.594*S,lb,barrel,1
OT,RFO,other,6.594*S,lb,barrel,1
OT,RFO,stoker,6.594*S,lb,barrel,1
OT,RFO,tangential_firing,6.594*S,lb,barrel,1
OT,RFO,vertical_firing,6.594*S,lb,barrel,1
OT,RFO,wall_fired,6.594*S,lb,barrel,1
ST,RFO,cell_burner,6.594*S,lb,barrel,1
ST,RFO,cyclone_firing,6.594*S,lb,barrel,1
ST,RFO,duct_burner,6.594*S,lb,barrel,1
ST,RFO,fluidized_bed_firing,0.6594*S,lb,barrel,1
ST,RFO,none,6.594*S,lb,barrel,1
ST,RFO,other,6.594*S,lb,barrel,1
ST,RFO,stoker,6.594*S,lb,barrel,1
ST,RFO,tangential_firing,6.594*S,lb,barrel,1
ST,RFO,vertical_firing,6.594*S,lb,barrel,1
ST,RFO,wall_fired,6.594*S,lb,barrel,1
